count_commentators,count_editions,count_bibentries,count_lines,html
2,1,2,4,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">An aspect of the verse, the doggerel (<a href=""#tln_0629"" class=""ref lb"">629&ndash;744</a>, <a href=""#tln_1136"" class=""ref lb"">1136&ndash;77</a>), confirms early commentators in dating <i>Err.</i> among Sh.&rsquo;s earliest plays. Doggerel (often spelled <i>doggrel</i> or <i>dogrel</i>), a word of unknown origin but associated pejoratively by <i>OED</i> with dog (<i>a</i>.: An epithet applied to comic or burlesque verse; or to mean, trivial, or undignified verse), was the chief medium for comic verse in the drama before the 1580s, after which prose influenced by Lyly took over for a while. Most of the doggerel in <i>Err.</i> occurs in 3.1 when E. Antipholus tries to enter his house for dinner with Angelo and Balthasar but is blocked by S. Dromio. Actually the doggerel begins at <a href=""#tln_0629"" class=""ref lb"">629</a> and is so powerful that it draws all the speakers to it instead of being restricted, as one would expect, to the Dromios. It ends, after a transitional rhymed iambic couplet, with a return to blank verse at <a href=""#tln_0747"" class=""ref lb"">747</a>. <a href=""#b_blaw0001"" class=""ref bibl"">Blackstone</a> (in <a href=""#b_male1780"" class=""ref bibl"">Malone</a>, 1780, 1:103): I suspect this and all other plays where much rhime is used, and especially in long hobbling verses, to have been among Shakspeare&rsquo;s more early productions. <a href=""#s_mal"" class=""ref witness"">Malone</a> (ed. 1790, 2:203 n.) fleshes out the point: The long doggrel verses that Shakspeare has attributed.&nbsp;.&nbsp;. to the two Dromios, are written in that kind of metre which was usually attributed by the dramatick poets before his time, in their comick pieces, to some of their inferior characters; and this circumstance is one of many that authorize us to place [<i>Err.</i> with <i>LLL</i> and <i>Shr.</i>] (where the same kind of versification is likewise found), among our author&rsquo;s earliest productions; composed probably at a time when he was imperceptibly infected with the prevailing mode, and before he had completely learned to deviate boldly from the common track. Examples in these early plays are <i>LLL</i> 2.1.194 ff. (692 ff.), <i>Shr.</i> 1.2.11 ff. (576 ff.), <i>TGV</i> 2.1.133&ndash;6 (528&ndash;32).</p>"
5,2,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">The notion that Sh. could write such mean, trivial, or undignified verse brought opposition. <a href=""#b_ritj0001"" class=""ref bibl"">Ritson</a> (in <a href=""#s_v1793"" class=""ref witness"">Steevens</a>, ed. 1793) objects to <a href=""#b_blaw0001"" class=""ref bibl"">Blackstone</a>. <a href=""#s_mal"" class=""ref witness"">Malone</a>&rsquo;s note above is not acknowledged, perhaps because of a falling out between Steevens and Malone, and because of Ritson&rsquo;s animosity toward Malone): I have much doubt whether any of these long hobbling verses have the honour of proceeding from his pen; and, in fact, the superior elegance and harmony of his language is no less distinguishable in his earliest than his latest production. The truth is if any inference can be drawn from the most striking dissimilarity of stile, a tissue as different as silk and worsted, that this comedy though boasting the embellishments of our author&rsquo;s genius, in additional words, lines, speeches, and scenes, was not originally his, but proceeded from some inferior playwright, who was capable of reading the <i>Men&aelig;chmi</i> without the help of a translation, or, at least, did not make use of Warner&rsquo;s.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Critics who for various reasons think that Sh. adapted an earlier but not extant play (see ) point to the doggerel as fossil remnants of it, or perhaps as conscious imitations, e.g., <a href=""#b_colj1831"" class=""ref bibl"">Collier</a> (1831, 3:62&ndash;3): The circumstance, that he borrowed certain parts from the old <i>History of Error</i>, will explain all that the commentators have said regarding doggerel [<i>63</i>] verses, and the apparent authorship of two different persons in the same play. The doggerel fourteen-syllabic verses given to the two Dromios are precisely such as were used in dramatic performances not long before the period when Shakespeare began to write for the stage.</p>"
1,1,0,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_wh1"" class=""ref witness"">White</a> (ed. 1857, 3:137): He deliberately imitated, <i>populo ut placere[n]t</i>, the versification of the old play, alluding to Terence&rsquo;s famous formulation in the prologue to <i>Andria</i>, that the author thought his only business was to see that his plays pleased the people.</p>"
5,1,3,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">Those who conclude that Sh. could never write such verse include <a href=""#b_olie1908"" class=""ref bibl"">Oliphant</a> (1909, p. 349), <a href=""#s_cam3a"" class=""ref witness"">Wilson</a> (ed. 1922, p. 77), <a href=""#b_robj1923"" class=""ref bibl"">Robertson</a> (1923, p. 127)&mdash;That any one should ever have seen a Shakespearean touch in any of it is a monition to us of the difficulty which faces every attempt to modify the temper of traditionism (he thinks Marlowe wrote the blank verse sections of <i>Err.</i>)&mdash;and <a href=""#b_gawa1926a"" class=""ref bibl"">Gaw</a> ( &ldquo;Evolution,&rdquo; 1926), who tries to prove that <i>Err.</i> was written by two earlier writers, A and B (Kyd) before Sh. brought it to its present shape. The hypothesis of a Shn. revision allows a later dating than would be possible if the whole play were Sh.&rsquo;s apprentice work.</p>"
5,3,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">The fitful desire to see <i>Err.</i> (and most of the earliest plays) as Sh.&rsquo;s rewriting of earlier plays ends in the late 1920s, coincident with <a href=""#pw_balt1928"" class=""ref bibl_pw"">Baldwin</a>&rsquo;s (ed. 1928, pp. 106&ndash;7) devastating critique of <a href=""#s_cam3a"" class=""ref witness"">Wilson</a> and <a href=""#b_gawa1926a"" class=""ref bibl"">Gaw</a>: It is pointed out [uncited, but <a href=""#b_gawa1926a"" class=""ref bibl"">Gaw</a>, &ldquo;Evolution,&rdquo; 1926, p. 632] that the heart of [3.1] consists of doggerel couplets.&nbsp;.&nbsp;. which are identical in form with the typical metre of the mid-sixteenth century academic comedy, of which <i>Ralph Roister-Doister</i> and <i>Gammer Gurton&rsquo;s Needle</i> are the sole surviving specimens [Wilson, ed. 1922, p. 77]. I am at a loss to find any way in which these two plays may be said to be the sole survivors of the type. He refers to the plays quoted by <a href=""#s_mal"" class=""ref witness"">Malone</a> (ed. 1790, 2:203&ndash;4). In [<i>107</i>] more recent times, Mr. R. W. Bond [<i>Early Plays from the Italian</i>, 1911, pp. lxxxiii ff.] has examined this doggerel verse to show that it was the prevalent early comic form, and was being displaced only in the decade between 1580&ndash;1590 by prose under the example of John Lyly..&nbsp;.&nbsp;. It is thus clear that Malone&rsquo;s is the natural inference: that since this doggerel form is a survival from the earlier period, Shakespeare&rsquo;s plays in which it occurs presumably belong to his early work..&nbsp;.&nbsp;. The considerable bulk of doggerel in Shakespeare&rsquo;s early plays makes it hard to avoid the conclusion that Shakespeare must himself have written some of this type. But if he wrote some, then there is as yet no evidence nor inference to deprive him of any.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_chae1930"" class=""ref bibl"">Chambers</a> (1930, 1:308): It seems to me just as easy to suppose that here and in <i>The Taming of the Shrew</i> and <i>Love&rsquo;s Labour&rsquo;s Lost</i>, where there is also a substantial use of doggerel, Shakespeare was consciously experimenting with an archaistic form for comic effect.</p>"
2,1,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#s_knt2"" class=""ref witness"">Knight</a> (ed. 1842, pp. 126&ndash;7) also judges that the doggerel marks <i>Err.</i> as an early play. <a href=""#b_herj1865"" class=""ref bibl"">Heraud</a> (1865, pp. 38&ndash;9), commenting on the doggerel as a sign that <i>Err.</i> is early, dates it 1586, following <i>TGV</i> (1585).</p>"
1,0,1,6,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">A number of words in <i>Err.</i> appear in other early plays, then fall out of use. <a href=""#b_sarg1897"" class=""ref bibl"">Sarrazin</a> (1897, p. 103) points to <i>disanull</i> (<a href=""#tln_0147"" class=""ref lb"">147</a>) only in <i>3H6</i>; <i>demeane</i> (<a href=""#tln_1265"" class=""ref lb"">1265</a>) only in <i>2H6</i>; <i>demean&rsquo;d</i> (<a href=""#tln_1557"" class=""ref lb"">1557</a>) only in <i>2, 3 H6</i>; <i>goods confiscate</i> (<a href=""#tln_0024"" class=""ref lb"">24</a>, <a href=""#tln_0164"" class=""ref lb"">164</a>) in <i>3H6</i> and the later <i>MV.</i> See <a href=""#cn_0147b #cn_1265 #cn_1557a #cn_0024a #cn_0164"" class=""ref note_cn"">nn. on these lines</a>. He also points out several verbal similarities with the same plays such as And when the sunne shines, let foolish gnats make sport (<a href=""#tln_0425"" class=""ref lb"">425</a>) and And whether flye the Gnats but to the sunne? (<i>3H6</i>, 2.6.9 [1289]) that have less weight. See also n. <a href=""#cn_1082c"" class=""ref note_cn"">1082&ndash;3</a>.</p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_walf1966"" class=""ref bibl"">Waller</a> (1966, pp. 4&ndash;5) tabulates the increased use of informal structures (does, has for <i>doth</i>, <i>hath</i>, contractions such as <i>i&rsquo;th&rsquo;</i> and <i>&rsquo;em</i>) as Sh. develops a freer, more supple verse. He arrays his findings in <a href=""#b_chae1930"" class=""ref bibl"">Chambers</a>&rsquo;s order (see ).</p>"
6,1,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_brab1980"" class=""ref bibl"">Brainerd</a> (1980) selects 20 words with their various word forms (e.g., <i>could</i>, <i>couldst</i>, <i>couldest</i>) to discover their frequency in plays of well-attested date of composition compared to their frequency in plays of disputed date. Each play produces a value&mdash;a number&mdash;that he adds to or subtracts from 1600, the supposed, and likely, midpoint of Sh.&rsquo;s composing career. His database is Marvin Spevack&rsquo;s <i>A Complete and Systematic Concordance</i> (1968), based on the text of <a href=""#s_evns"" class=""ref witness"">Evans</a> (ed. 1974). He also uses Evans&rsquo;s chronology to compare the dates his computation produces&mdash;the date for <i>Err.</i> is 1594. <a href=""#b_wels1987"" class=""ref bibl"">Wells &amp; Taylor</a> (1987, p. 101) add a new colloquialism-in-verse test for the entire canon that substantially corroborates all the other evidence they present. Theirs is the most thorough recent review of the chronology; see above for their conclusion.</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_hopj1994"" class=""ref bibl"">Hope</a> (1994, p. 40), using the frequency of <i>which</i> to mark a relative clause and of such clauses without the <i>which</i> marker, observes there is one strikingly anomalous result: which usage in <i>The Comedy of Errors</i> is much lower than in any other play of this date. This result calls for explanation, but it is not easy to know what to say about it..&nbsp;.&nbsp;. </p>"
2,0,2,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent"">There may be a case for seeing this as an example of a young playwright experimenting with the texture of his language. However, I find this an unsatisfactory explanation of the result&mdash;in no other early play do we find such experimentation. Nor do I think that this result can be explained by any special circumstance in the genre or plot of <i>The Comedy of Errors</i>. He counts (p. 159) only 7 <i>which</i>s against an average of about 25 in his control group of early plays that are the sole work of Sh.: <i>TGV</i>, <i>LLL</i>, <i>R2</i>, <i>MND</i>, and <i>MV</i>, and he counts 23 so-called zero clauses (those lacking <i>who</i>, <i>which</i>, or <i>that</i>) in <i>Err.</i> compared with an average of about 12 in those plays. He dates <i>Err.</i> between <i>TGV</i> and <i>LLL</i> without explaining why he adopts this chronology; if he had placed <i>Err.</i> first, the averages he graphs for <i>TGV</i> and <i>LLL</i> become similar without the large anomaly of <i>Err.</i> dividing them, and he might have been willing to accept the suggestions about experimentation and genre that he rejects. He does not quote or give the line numbers of any of his examples, nor does he remark on how short <i>Err.</i> is. (<a href=""#b_vicb1995"" class=""ref bibl"">Vickers</a> [1995, p. 5] suggests in a review of <a href=""#b_hopj1994"" class=""ref bibl"">Hope</a>&rsquo;s book that the anomalies may be due to Shakespeare having boldly conflated two comedies by Plautus.&nbsp;.&nbsp;. ; working from Latin may do something to one&rsquo;s English.)</p>"
1,0,1,0,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""noindent""><a href=""#b_fosd1997"" class=""ref bibl"">Foster</a> (1997, pp. 128 ff.) uses a computer database, Shaxicon, that focuses on Shakespeare&rsquo;s rare vocabulary&mdash;words used in the canonical plays twelve times or less&mdash;and maps it by date, text, and speaking character. The results provide a new window on Shakespeare&rsquo;s dual career as a writer and a man of the theater, revealing that his choice of words was shaped by his reading and by the plays in production when he wrote..&nbsp;.&nbsp;. </p>"
