n,count_commentators,count_lines,text
787,40,27,"<dl><dt><span class=""line"" id=""tln_0787-speech"">Iulia.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0787"">And may it be that you haue quite forgot </span><span class=""line"" id=""tln_0788"">A husbands office? shall Antipholus </span><span class=""line"" id=""tln_0789"">Euen in the spring of Loue, thy Loue-springs rot? </span><span class=""line"" id=""tln_0790"">Shall loue in buildings grow so ruinate? </span><span class=""line"" id=""tln_0791"">If you did wed my sister for her wealth, </span><span class=""line"" id=""tln_0792"">Then for her wealths-sake vse her with more kindnesse: </span><span class=""line"" id=""tln_0793"">Or if you like else-where doe it by stealth, </span><span class=""line"" id=""tln_0794"">Muffle your false loue with some shew of blindnesse: </span><span class=""line"" id=""tln_0795"">Let not my sister read it in your eye: </span><span class=""line"" id=""tln_0796"">Be not thy tongue thy owne shames Orator: </span><span class=""line"" id=""tln_0797"">Looke sweet, speake faire, become disloyaltie: </span><span class=""line"" id=""tln_0798"">Apparell vice like vertues harbenger: </span><span class=""line"" id=""tln_0799"">Beare a faire presence, though your heart be tainted, </span><span class=""line"" id=""tln_0800"">Teach sinne the carriage of a holy Saint, </span><span class=""line"" id=""tln_0801"">Be secret false: what need she be acquainted? </span><span class=""line"" id=""tln_0802"">What simple thiefe brags of his owne attaine? </span><span class=""line"" id=""tln_0803"">&rsquo;Tis double wrong to truant with your bed, </span><span class=""line"" id=""tln_0804"">And let her read it in thy lookes at boord: </span><span class=""line"" id=""tln_0805"">Shame hath a bastard fame, well managed, </span><span class=""line"" id=""tln_0806"">Ill deeds is doubled with an euill word: </span><span class=""line"" id=""tln_0807"">Alas poore women, make vs not beleeue </span><span class=""line"" id=""tln_0808"">(Being compact of credit) that you loue vs, </span><span class=""line"" id=""tln_0809"">Though others haue the arme, shew vs the sleeue: </span><span class=""line"" id=""tln_0810"">We in your motion turne, and you may moue vs. </span><span class=""line"" id=""tln_0811"">Then gentle brother get you in againe; </span><span class=""line"" id=""tln_0812"">Comfort my sister, cheere her, call her wise; </span><span class=""line"" id=""tln_0813"">&rsquo;Tis holy sport to be a little vaine, </span><span class=""line"" id=""tln_0814"">When the sweet breath of flatterie conquers strife.</span></p></dd></dl>"
815,42,24,"<dl><dt><span class=""line"" id=""tln_0815-speech"">S. Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0815"">Sweete Mistris, what your name is else I </span><span class=""line"" id=""tln_0816"">know not; </span><span class=""line"" id=""tln_0817"">Nor by what wonder you do hit of mine: </span><span class=""line"" id=""tln_0818"">Lesse in your knowledge, and your grace you show not, </span><span class=""line"" id=""tln_0819"">Then our earths wonder, more then earth diuine. </span><span class=""line"" id=""tln_0820"">Teach me deere creature how to thinke and speake: </span><span class=""line"" id=""tln_0821"">Lay open to my earthie grosse conceit: </span><span class=""line"" id=""tln_0822"">Smothred in errors, feeble, shallow, weake, </span><span class=""line"" id=""tln_0823"">The foulded meaning of your words deceit: </span><span class=""line"" id=""tln_0824"">Against my soules pure truth, why labour you, </span><span class=""line"" id=""tln_0825"">To make it wander in an vnknowne field? </span><span class=""line"" id=""tln_0826"">Are you a god? would you create me new? </span><span class=""line"" id=""tln_0827"">Transforme me then, and to your powre Ile yeeld. </span><span class=""line"" id=""tln_0828"">But if that I am I, then well I know, </span><span class=""line"" id=""tln_0829"">Your weeping sister is no wife of mine, </span><span class=""line"" id=""tln_0830"">Nor to her bed no homage doe I owe: </span><span class=""line"" id=""tln_0831"">Farre more, farre more, to you doe I decline: </span><span class=""line"" id=""tln_0832"">Oh traine me not sweet Mermaide with thy note, </span><span class=""line"" id=""tln_0833"">To drowne me in thy sister floud of teares: </span><span class=""line"" id=""tln_0834"">Sing Siren for thy selfe, and I will dote: </span><span class=""line"" id=""tln_0835"">Spread ore the siluer waues thy golden haires; </span><span class=""line"" id=""tln_0836"">And as a bud Ile take thee, and there lie: </span><span class=""line"" id=""tln_0837"">And in that glorious supposition thinke, </span><span class=""line"" id=""tln_0838"">He gaines by death, that hath such meanes to die: </span><span class=""line"" id=""tln_0839"">Let Loue, being light, be drowned if she sinke.</span></p></dd></dl>"
840,3,0,"<dl><dt><span class=""line"" id=""tln_0840-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0840"">What are you mad, that you doe reason so?</span></p></dd></dl>"
841,1,0,"<dl><dt><span class=""line"" id=""tln_0841-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0841"">Not mad, but mated, how I doe not know.</span></p></dd></dl>"
842,1,0,"<dl><dt><span class=""line"" id=""tln_0842-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0842"">It is a fault that springeth from your eie.</span></p></dd></dl>"
843,2,0,"<dl><dt><span class=""line"" id=""tln_0843-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0843"">For gazing on your beames faire sun being by.</span></p></dd></dl>"
844,1,1,"<dl><dt><span class=""line"" id=""tln_0844-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0844"">Gaze when you should, and that will cleere </span><span class=""line"" id=""tln_0845"">your sight.</span></p></dd></dl>"
846,2,0,"<dl><dt><span class=""line"" id=""tln_0846-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0846"">As good to winke sweet loue, as looke on night.</span></p></dd></dl>"
847,0,0,"<dl><dt><span class=""line"" id=""tln_0847-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0847"">Why call you me loue? Call my sister so.</span></p></dd></dl>"
848,0,0,"<dl><dt><span class=""line"" id=""tln_0848-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0848"">Thy sisters sister.</span></p></dd></dl>"
849,0,0,"<dl><dt><span class=""line"" id=""tln_0849-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0849"">That&rsquo;s my sister.</span></p></dd></dl>"
850,18,3,"<dl><dt><span class=""line"" id=""tln_0850-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0850"">No: it is thy selfe, mine owne selfes better part: </span><span class=""line"" id=""tln_0851"">Mine eies cleere eie, my deere hearts deerer heart; </span><span class=""line"" id=""tln_0852"">My foode, my fortune, and my sweet hopes aime; </span><span class=""line"" id=""tln_0853"">My sole earths heauen, and my heauens claime.</span></p></dd></dl>"
854,0,0,"<dl><dt><span class=""line"" id=""tln_0854-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0854"">All this my sister is, or else should be.</span></p></dd></dl>"
855,2,3,"<dl><dt><span class=""line"" id=""tln_0855-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0855"">Call thy selfe sister sweet, for I am thee: </span><span class=""line"" id=""tln_0856"">Thee will I loue, and with thee lead my life; </span><span class=""line"" id=""tln_0857"">Thou hast no husband yet, nor I no wife: </span><span class=""line"" id=""tln_0858"">Giue me thy hand.</span></p></dd></dl>"
859,2,1,"<dl><dt><span class=""line"" id=""tln_0859-speech"">Luc.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0859"">Oh soft sir, hold you still: </span><span class=""line"" id=""tln_0860"">Ile fetch my sister to get her good will.</span></p></dd></dl>"
862,5,1,"<dl><dt><span class=""line"" id=""tln_0862-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0862"">Why how now Dromio, where run&rsquo;st thou so </span><span class=""line"" id=""tln_0863"">fast?</span></p></dd></dl>"
864,6,1,"<dl><dt><span class=""line"" id=""tln_0864-speech"">S. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0864"">Doe you know me sir? Am I Dromio? Am I </span><span class=""line"" id=""tln_0865"">your man? Am I my selfe?</span></p></dd></dl>"
866,0,1,"<dl><dt><span class=""line"" id=""tln_0866-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0866"">Thou art Dromio, thou art my man, thou art </span><span class=""line"" id=""tln_0867"">thy selfe.</span></p></dd></dl>"
868,1,1,"<dl><dt><span class=""line"" id=""tln_0868-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0868"">I am an asse, I am a womans man, and besides </span><span class=""line"" id=""tln_0869"">my selfe.</span></p></dd></dl>"
870,0,1,"<dl><dt><span class=""line"" id=""tln_0870-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0870"">What womans man? and how besides thy </span><span class=""line"" id=""tln_0871"">selfe?</span></p></dd></dl>"
872,12,2,"<dl><dt><span class=""line"" id=""tln_0872-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0872"">Marrie sir, besides my selfe, I am due to a woman: </span><span class=""line"" id=""tln_0873"">One that claimes me, one that haunts me, one that will </span><span class=""line"" id=""tln_0874"">haue me.</span></p></dd></dl>"
875,2,0,"<dl><dt><span class=""line"" id=""tln_0875-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0875"">What claime laies she to thee?</span></p></dd></dl>"
876,5,3,"<dl><dt><span class=""line"" id=""tln_0876-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0876"">Marry sir, such claime as you would lay to your </span><span class=""line"" id=""tln_0877"">horse, and she would haue me as a beast, not that I bee-&shy; </span><span class=""line"" id=""tln_0878"">ing a beast she would haue me, but that she being a ve-&shy; </span><span class=""line"" id=""tln_0879"">rie beastly creature layes claime to me.</span></p></dd></dl>"
880,0,0,"<dl><dt><span class=""line"" id=""tln_0880-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0880"">What is she?</span></p></dd></dl>"
881,5,3,"<dl><dt><span class=""line"" id=""tln_0881-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0881"">A very reuerent body: I such a one, as a man </span><span class=""line"" id=""tln_0882"">may not speake of, without he say sir reuerence, I haue </span><span class=""line"" id=""tln_0883"">but leane lucke in the match, and yet is she a wondrous </span><span class=""line"" id=""tln_0884"">fat marriage.</span></p></dd></dl>"
885,0,0,"<dl><dt><span class=""line"" id=""tln_0885-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0885"">How dost thou meane a fat marriage?</span></p></dd></dl>"
886,16,5,"<dl><dt><span class=""line"" id=""tln_0886-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0886"">Marry sir, she&rsquo;s the Kitchin wench, &amp; al grease, </span><span class=""line"" id=""tln_0887"">and I know not what vse to put her too, but to make a </span><span class=""line"" id=""tln_0888"">Lampe of her, and run from her by her owne light. I </span><span class=""line"" id=""tln_0889"">warrant, her ragges and the Tallow in them, will burne </span><span class=""line"" id=""tln_0890"">a Poland Winter: If she liues till doomesday, she&rsquo;l burne </span><span class=""line"" id=""tln_0891"">a weeke longer then the whole World.</span></p></dd></dl>"
892,0,0,"<dl><dt><span class=""line"" id=""tln_0892-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0892"">What complexion is she of?</span></p></dd></dl>"
893,17,2,"<dl><dt><span class=""line"" id=""tln_0893-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0893"">Swart like my shoo, but her face nothing like </span><span class=""line"" id=""tln_0894"">so cleane kept: for why? she sweats a man may goe o-&shy; </span><span class=""line"" id=""tln_0895"">uer-shooes in the grime of it.</span></p></dd></dl>"
896,1,0,"<dl><dt><span class=""line"" id=""tln_0896-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0896"">That&rsquo;s a fault that water will mend.</span></p></dd></dl>"
897,3,1,"<dl><dt><span class=""line"" id=""tln_0897-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0897"">No sir, &rsquo;tis in graine, Noahs flood could not </span><span class=""line"" id=""tln_0898"">do it.</span></p></dd></dl>"
899,0,0,"<dl><dt><span class=""line"" id=""tln_0899-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0899"">What&rsquo;s her name?</span></p></dd></dl>"
900,21,2,"<dl><dt><span class=""line"" id=""tln_0900-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0900"">Nell Sir: but her name is three quarters, that&rsquo;s </span><span class=""line"" id=""tln_0901"">an Ell and three quarters, will not measure her from hip </span><span class=""line"" id=""tln_0902"">to hip.</span></p></dd></dl>"
903,0,0,"<dl><dt><span class=""line"" id=""tln_0903-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0903"">Then she beares some bredth?</span></p></dd></dl>"
904,7,2,"<dl><dt><span class=""line"" id=""tln_0904-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0904"">No longer from head to foot, then from hippe </span><span class=""line"" id=""tln_0905"">to hippe: she is sphericall, like a globe: I could find out </span><span class=""line"" id=""tln_0906"">Countries in her.</span></p></dd></dl>"
907,1,0,"<dl><dt><span class=""line"" id=""tln_0907-speech"">Anti.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0907"">In what part of her body stands Ireland?</span></p></dd></dl>"
908,4,1,"<dl><dt><span class=""line"" id=""tln_0908-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0908"">Marry sir in her buttockes, I found it out by </span><span class=""line"" id=""tln_0909"">the bogges.</span></p></dd></dl>"
910,0,0,"<dl><dt><span class=""line"" id=""tln_0910-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0910"">Where Scotland?</span></p></dd></dl>"
911,7,1,"<dl><dt><span class=""line"" id=""tln_0911-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0911"">I found it by the barrennesse, hard in the palme </span><span class=""line"" id=""tln_0912"">of the hand.</span></p></dd></dl>"
913,4,0,"<dl><dt><span class=""line"" id=""tln_0913-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_0913"">Where France?</span></p></dd></dl>"
